title,description,published date,url,publisher
Meta's new BlenderBot 3 AI Chatbot got racist real fast - Mashable,Meta's new BlenderBot 3 AI Chatbot got racist real fast  Mashable,2022-08-08,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvbWV0YS1mYWNlYm9vay1haS1jaGF0Ym90LXJhY2lzbS1kb25hbGQtdHJ1bXDSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://mashable.com', 'title': 'Mashable'}"
Meta Says its New Chatbot Can Experience 'Hallucinations' - ExtremeTech,Meta Says its New Chatbot Can Experience 'Hallucinations'  ExtremeTech,2022-08-09,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmV4dHJlbWV0ZWNoLmNvbS9leHRyZW1lLzMzODY5Ny1tZXRhLXNheXMtaXRzLW5ldy1jaGF0Ym90LWNhbi1leHBlcmllbmNlLWhhbGx1Y2luYXRpb25z0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.extremetech.com', 'title': 'ExtremeTech'}"
I Recruit New Grads at Meta. Here's What I Look for in Job Candidates. - Business Insider,I Recruit New Grads at Meta. Here's What I Look for in Job Candidates.  Business Insider,2022-08-09,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vcmVjcnVpdC1uZXctZ3JhZHMtbWV0YS1mYWNlYm9vay13aGF0LWxvb2stZm9yLWpvYi1jYW5kaWRhdGVzLTIwMjItONIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.businessinsider.com', 'title': 'Business Insider'}"
Meta's new AI chatbot thinks Trump is still US president - SiliconRepublic.com,Meta's new AI chatbot thinks Trump is still US president  SiliconRepublic.com,2022-08-09,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnNpbGljb25yZXB1YmxpYy5jb20vbWFjaGluZXMvYmxlbmRlcmJvdC0zLW1ldGEtYWktY2hhdGJvdC1mYWNlYm9vay1kb25hbGQtdHJ1bXAtZmFrZS1uZXdzLWVsZWN0aW9uc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.siliconrepublic.com', 'title': 'SiliconRepublic.com'}"
New Meta Portal Productivity Tools: Duet Display and Companion App - Meta Store,New Meta Portal Productivity Tools: Duet Display and Companion App  Meta Store,2022-08-10,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wOC9tZXRhLXBvcnRhbC1kdWV0LWRpc3BsYXktYW5kLWNvbXBhbmlvbi1hcHAv0gFRaHR0cHM6Ly9hYm91dC5mYi5jb20vbmV3cy8yMDIyLzA4L21ldGEtcG9ydGFsLWR1ZXQtZGlzcGxheS1hbmQtY29tcGFuaW9uLWFwcC9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}"
Meta raises $10 billion in first-ever bond offering - Reuters,Meta raises $10 billion in first-ever bond offering  Reuters,2022-08-09,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvbWV0YS1yYWlzZXMtMTAtYmlsbGlvbi1maXJzdC1ldmVyLWJvbmQtb2ZmZXJpbmctMjAyMi0wOC0wOS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}"
Should You Buy Meta Stock? | Investing | U.S. News - U.S News & World Report Money,Should You Buy Meta Stock? | Investing | U.S. News  U.S News & World Report Money,2022-08-10,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vbW9uZXkudXNuZXdzLmNvbS9pbnZlc3RpbmcvYXJ0aWNsZXMvc2hvdWxkLXlvdS1idXktbWV0YS1wbGF0Zm9ybXMtaW5jLXN0b2Nr0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://money.usnews.com', 'title': 'U.S News & World Report Money'}"
Meta's chatbot says the company 'exploits people' - BBC.com,Meta's chatbot says the company 'exploits people'  BBC.com,2022-08-10,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy90ZWNobm9sb2d5LTYyNDk3Njc00gEwaHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3RlY2hub2xvZ3ktNjI0OTc2NzQuYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bbc.com', 'title': 'BBC.com'}"
Meta's Susan Li will join a growing group of Fortune 500 CFOs under 40 - Fortune,Meta's Susan Li will join a growing group of Fortune 500 CFOs under 40  Fortune,2022-08-10,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vZm9ydHVuZS5jb20vMjAyMi8wOC8xMC9tZXRhLXN1c2FuLWxpLWZvcnR1bmUtNTAwLWNmb3MtdW5kZXItNDAv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://fortune.com', 'title': 'Fortune'}"
Meta's Pixel Cases Stir Trouble for Health Site Tracking Tools - Bloomberg Law,Meta's Pixel Cases Stir Trouble for Health Site Tracking Tools  Bloomberg Law,2022-08-10,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vbmV3cy5ibG9vbWJlcmdsYXcuY29tL3ByaXZhY3ktYW5kLWRhdGEtc2VjdXJpdHkvbWV0YXMtcGl4ZWwtY2FzZXMtc3Rpci10cm91YmxlLWZvci1oZWFsdGgtc2l0ZS10cmFja2luZy10b29sc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.bloomberglaw.com', 'title': 'Bloomberg Law'}"
"For Meta's Next CFO Susan Li, Metaverse Dreams Mean Real-World Challenges - The Information","For Meta's Next CFO Susan Li, Metaverse Dreams Mean Real-World Challenges  The Information",2022-08-09,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnRoZWluZm9ybWF0aW9uLmNvbS9hcnRpY2xlcy9mb3ItbWV0YXMtbmV4dC1jZm8tc3VzYW4tbGktbWV0YXZlcnNlLWRyZWFtcy1tZWFuLXJlYWwtd29ybGQtY2hhbGxlbmdlc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theinformation.com', 'title': 'The Information'}"
Meta Audience Network: 93% of mobile game devs consider in-game ads to be critical - VentureBeat,Meta Audience Network: 93% of mobile game devs consider in-game ads to be critical  VentureBeat,2022-08-10,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vdmVudHVyZWJlYXQuY29tL2dhbWVzL21ldGEtYXVkaWVuY2UtbmV0d29yay05My1vZi1tb2JpbGUtZ2FtZS1kZXZzLWNvbnNpZGVyLWluLWdhbWUtYWRzLXRvLWJlLWNyaXRpY2FsL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://venturebeat.com', 'title': 'VentureBeat'}"
Meta Portal owners can now use their devices as a second screen for PCs and Macs - TechCrunch,Meta Portal owners can now use their devices as a second screen for PCs and Macs  TechCrunch,2022-08-10,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMi8wOC8xMC9tZXRhLXBvcnRhbC1vd25lcnMtY2FuLW5vdy11c2UtdGhlaXItZGV2aWNlcy1hcy1hLXNlY29uZC1zY3JlZW4tZm9yLXBjcy1hbmQtbWFjcy_SAXdodHRwczovL3RlY2hjcnVuY2guY29tLzIwMjIvMDgvMTAvbWV0YS1wb3J0YWwtb3duZXJzLWNhbi1ub3ctdXNlLXRoZWlyLWRldmljZXMtYXMtYS1zZWNvbmQtc2NyZWVuLWZvci1wY3MtYW5kLW1hY3MvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://techcrunch.com', 'title': 'TechCrunch'}"
Meta Says its New Chatbot Can Experience 'Hallucinations' - ExtremeTech,Meta Says its New Chatbot Can Experience 'Hallucinations'  ExtremeTech,2022-08-09,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmV4dHJlbWV0ZWNoLmNvbS9leHRyZW1lLzMzODY5Ny1tZXRhLXNheXMtaXRzLW5ldy1jaGF0Ym90LWNhbi1leHBlcmllbmNlLWhhbGx1Y2luYXRpb25z0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.extremetech.com', 'title': 'ExtremeTech'}"
New Meta Portal Productivity Tools: Duet Display and Companion App - Meta Store,New Meta Portal Productivity Tools: Duet Display and Companion App  Meta Store,2022-08-10,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wOC9tZXRhLXBvcnRhbC1kdWV0LWRpc3BsYXktYW5kLWNvbXBhbmlvbi1hcHAv0gFRaHR0cHM6Ly9hYm91dC5mYi5jb20vbmV3cy8yMDIyLzA4L21ldGEtcG9ydGFsLWR1ZXQtZGlzcGxheS1hbmQtY29tcGFuaW9uLWFwcC9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}"
It didn't take long for Meta's new chatbot to say something offensive - CNN,It didn't take long for Meta's new chatbot to say something offensive  CNN,2022-08-11,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8xMS90ZWNoL21ldGEtY2hhdGJvdC1ibGVuZGVyYm90L2luZGV4Lmh0bWzSAT9odHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIyLzA4LzExL3RlY2gvbWV0YS1jaGF0Ym90LWJsZW5kZXJib3Q?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}"
Microsoft vs. Meta: Who's got the upper hand in the metaverse? - Fast Company,Microsoft vs. Meta: Who's got the upper hand in the metaverse?  Fast Company,2022-08-11,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmZhc3Rjb21wYW55LmNvbS85MDc3NzkwNC9taWNyb3NvZnQtdnMtbWV0YS13aG9zLWdvdC10aGUtdXBwZXItaGFuZC1pbi10aGUtbWV0YXZlcnNl0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.fastcompany.com', 'title': 'Fast Company'}"
Should You Buy Meta Stock? | Investing | U.S. News - U.S News & World Report Money,Should You Buy Meta Stock? | Investing | U.S. News  U.S News & World Report Money,2022-08-10,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vbW9uZXkudXNuZXdzLmNvbS9pbnZlc3RpbmcvYXJ0aWNsZXMvc2hvdWxkLXlvdS1idXktbWV0YS1wbGF0Zm9ybXMtaW5jLXN0b2Nr0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://money.usnews.com', 'title': 'U.S News & World Report Money'}"
"Meta injecting code into websites to track its users, research says - The Guardian","Meta injecting code into websites to track its users, research says  The Guardian",2022-08-11,https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vdGVjaG5vbG9neS8yMDIyL2F1Zy8xMS9tZXRhLWluamVjdGluZy1jb2RlLWludG8td2Vic2l0ZXMtdmlzaXRlZC1ieS1pdHMtdXNlcnMtdG8tdHJhY2stdGhlbS1yZXNlYXJjaC1zYXlz0gGFAWh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjIvYXVnLzExL21ldGEtaW5qZWN0aW5nLWNvZGUtaW50by13ZWJzaXRlcy12aXNpdGVkLWJ5LWl0cy11c2Vycy10by10cmFjay10aGVtLXJlc2VhcmNoLXNheXM?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}"
Warner Music joins UMG in inking revenue-sharing deal with Facebook / Meta - Music Business Worldwide,Warner Music joins UMG in inking revenue-sharing deal with Facebook / Meta  Music Business Worldwide,2022-08-11,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3Lm11c2ljYnVzaW5lc3N3b3JsZHdpZGUuY29tL3dhcm5lci1tdXNpYy1qb2lucy11bWctaW4taW5raW5nLXJldmVudWUtc2hhcmluZy1kZWFsLXdpdGgtZmFjZWJvb2stbWV0YS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.musicbusinessworldwide.com', 'title': 'Music Business Worldwide'}"
Meta's chatbot says the company 'exploits people' - BBC.com,Meta's chatbot says the company 'exploits people'  BBC.com,2022-08-10,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy90ZWNobm9sb2d5LTYyNDk3Njc00gEwaHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3RlY2hub2xvZ3ktNjI0OTc2NzQuYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bbc.com', 'title': 'BBC.com'}"
Meta's Susan Li will join a growing group of Fortune 500 CFOs under 40 - Fortune,Meta's Susan Li will join a growing group of Fortune 500 CFOs under 40  Fortune,2022-08-10,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vZm9ydHVuZS5jb20vMjAyMi8wOC8xMC9tZXRhLXN1c2FuLWxpLWZvcnR1bmUtNTAwLWNmb3MtdW5kZXItNDAv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://fortune.com', 'title': 'Fortune'}"
Federal judge poised to greenlight advertisers' antitrust action against Meta - Courthouse News Service,Federal judge poised to greenlight advertisers' antitrust action against Meta  Courthouse News Service,2022-08-11,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmNvdXJ0aG91c2VuZXdzLmNvbS9mZWRlcmFsLWp1ZGdlLXBvaXNlZC10by1ncmVlbmxpZ2h0LWFkdmVydGlzZXJzLWFudGl0cnVzdC1hY3Rpb24tYWdhaW5zdC1tZXRhL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.courthousenews.com', 'title': 'Courthouse News Service'}"
Meta's Pixel Cases Stir Trouble for Health Site Tracking Tools - Bloomberg Law,Meta's Pixel Cases Stir Trouble for Health Site Tracking Tools  Bloomberg Law,2022-08-10,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vbmV3cy5ibG9vbWJlcmdsYXcuY29tL3ByaXZhY3ktYW5kLWRhdGEtc2VjdXJpdHkvbWV0YXMtcGl4ZWwtY2FzZXMtc3Rpci10cm91YmxlLWZvci1oZWFsdGgtc2l0ZS10cmFja2luZy10b29sc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.bloomberglaw.com', 'title': 'Bloomberg Law'}"
How Meta Is Preparing for Brazil’s 2022 Elections - Meta Store,How Meta Is Preparing for Brazil’s 2022 Elections  Meta Store,2022-08-12,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wOC9ob3ctbWV0YS1pcy1wcmVwYXJpbmctZm9yLWJyYXppbHMtMjAyMi1lbGVjdGlvbnMv0gFXaHR0cHM6Ly9hYm91dC5mYi5jb20vbmV3cy8yMDIyLzA4L2hvdy1tZXRhLWlzLXByZXBhcmluZy1mb3ItYnJhemlscy0yMDIyLWVsZWN0aW9ucy9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}"
It didn't take long for Meta's new chatbot to say something offensive - CNN,It didn't take long for Meta's new chatbot to say something offensive  CNN,2022-08-11,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8xMS90ZWNoL21ldGEtY2hhdGJvdC1ibGVuZGVyYm90L2luZGV4Lmh0bWzSAT9odHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIyLzA4LzExL3RlY2gvbWV0YS1jaGF0Ym90LWJsZW5kZXJib3Q?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}"
Microsoft vs. Meta: Who's got the upper hand in the metaverse? - Fast Company,Microsoft vs. Meta: Who's got the upper hand in the metaverse?  Fast Company,2022-08-11,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmZhc3Rjb21wYW55LmNvbS85MDc3NzkwNC9taWNyb3NvZnQtdnMtbWV0YS13aG9zLWdvdC10aGUtdXBwZXItaGFuZC1pbi10aGUtbWV0YXZlcnNl0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.fastcompany.com', 'title': 'Fast Company'}"
"Meta injecting code into websites to track its users, research says - The Guardian","Meta injecting code into websites to track its users, research says  The Guardian",2022-08-11,https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vdGVjaG5vbG9neS8yMDIyL2F1Zy8xMS9tZXRhLWluamVjdGluZy1jb2RlLWludG8td2Vic2l0ZXMtdmlzaXRlZC1ieS1pdHMtdXNlcnMtdG8tdHJhY2stdGhlbS1yZXNlYXJjaC1zYXlz0gGFAWh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjIvYXVnLzExL21ldGEtaW5qZWN0aW5nLWNvZGUtaW50by13ZWJzaXRlcy12aXNpdGVkLWJ5LWl0cy11c2Vycy10by10cmFjay10aGVtLXJlc2VhcmNoLXNheXM?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}"
Warner Music joins UMG in inking revenue-sharing deal with Facebook / Meta - Music Business Worldwide,Warner Music joins UMG in inking revenue-sharing deal with Facebook / Meta  Music Business Worldwide,2022-08-11,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3Lm11c2ljYnVzaW5lc3N3b3JsZHdpZGUuY29tL3dhcm5lci1tdXNpYy1qb2lucy11bWctaW4taW5raW5nLXJldmVudWUtc2hhcmluZy1kZWFsLXdpdGgtZmFjZWJvb2stbWV0YS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.musicbusinessworldwide.com', 'title': 'Music Business Worldwide'}"
Hands-on with Meta Reality Labs' Starburst prototype for HDR VR - Auganix,Hands-on with Meta Reality Labs' Starburst prototype for HDR VR  Auganix,2022-08-12,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmF1Z2FuaXgub3JnL2hhbmRzLW9uLXdpdGgtbWV0YS1yZWFsaXR5LWxhYnMtc3RhcmJ1cnN0LXByb3RvdHlwZS1mb3ItaGRyLXZyL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.auganix.org', 'title': 'Auganix'}"
"Meta can track users' credit card, internet history on other websites, researcher claims - wpde.com","Meta can track users' credit card, internet history on other websites, researcher claims  wpde.com",2022-08-12,https://news.google.com/rss/articles/CBMiqwFodHRwczovL3dwZGUuY29tL25ld3MvbmF0aW9uLXdvcmxkL21ldGEtY2FuLXRyYWNrLXVzZXJzLWNyZWRpdC1jYXJkLWludGVybmV0LWhpc3Rvcnktb24tb3RoZXItd2Vic2l0ZXMtcmVzZWFyY2gtY2xhaW1zLWZhY2Vib29rLWluc3RhZ3JhbS1mZWxpeC1rcmF1c2UtY29kZS1nb29nbGUtZW5naW5lZXLSAa8BaHR0cHM6Ly93cGRlLmNvbS9hbXAvbmV3cy9uYXRpb24td29ybGQvbWV0YS1jYW4tdHJhY2stdXNlcnMtY3JlZGl0LWNhcmQtaW50ZXJuZXQtaGlzdG9yeS1vbi1vdGhlci13ZWJzaXRlcy1yZXNlYXJjaC1jbGFpbXMtZmFjZWJvb2staW5zdGFncmFtLWZlbGl4LWtyYXVzZS1jb2RlLWdvb2dsZS1lbmdpbmVlcg?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://wpde.com', 'title': 'wpde.com'}"
Federal judge poised to greenlight advertisers' antitrust action against Meta - Courthouse News Service,Federal judge poised to greenlight advertisers' antitrust action against Meta  Courthouse News Service,2022-08-11,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmNvdXJ0aG91c2VuZXdzLmNvbS9mZWRlcmFsLWp1ZGdlLXBvaXNlZC10by1ncmVlbmxpZ2h0LWFkdmVydGlzZXJzLWFudGl0cnVzdC1hY3Rpb24tYWdhaW5zdC1tZXRhL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.courthousenews.com', 'title': 'Courthouse News Service'}"
These 3 Meta Quest 2 VR accessories will level up your comfort - Mashable,These 3 Meta Quest 2 VR accessories will level up your comfort  Mashable,2022-08-12,https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvbWV0YS1xdWVzdC0yLXZyLWNvbWZvcnQtYWNjZXNzb3JpZXPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://mashable.com', 'title': 'Mashable'}"
Facebook messages are key evidence in abortion prosecution - NPR,Facebook messages are key evidence in abortion prosecution  NPR,2022-08-12,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMi8wOC8xMi8xMTE3MDkyMTY5L25lYnJhc2thLWNvcHMtdXNlZC1mYWNlYm9vay1tZXNzYWdlcy10by1pbnZlc3RpZ2F0ZS1hbi1hbGxlZ2VkLWlsbGVnYWwtYWJvcnRpb27SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.npr.org', 'title': 'NPR'}"
The 10 Best Metaverse Quotes Everyone Should Read - Forbes,The 10 Best Metaverse Quotes Everyone Should Read  Forbes,2022-08-15,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvYmVybmFyZG1hcnIvMjAyMi8wOC8xNS90aGUtMTAtYmVzdC1tZXRhdmVyc2UtcXVvdGVzLWV2ZXJ5b25lLXNob3VsZC1yZWFkL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.forbes.com', 'title': 'Forbes'}"
Metaverse: The Revolution of the Sports World - ISPO.com,Metaverse: The Revolution of the Sports World  ISPO.com,2022-08-12,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmlzcG8uY29tL2VuL25ld3MtdHJlbmRzL21ldGF2ZXJzZS1yZXZvbHV0aW9uLXNwb3J0cy13b3JsZNIBSWh0dHBzOi8vd3d3LmlzcG8uY29tL2VuL25ld3MtdHJlbmRzL21ldGF2ZXJzZS1yZXZvbHV0aW9uLXNwb3J0cy13b3JsZD9hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.ispo.com', 'title': 'ISPO.com'}"
Making money in the metaverse: Inside the new digital side-hustle - NBC News,Making money in the metaverse: Inside the new digital side-hustle  NBC News,2022-08-15,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL2J1c2luZXNzL2J1c2luZXNzLW5ld3MvbWV0YXZlcnNlLW1ha2UtbW9uZXktYXZhdGFycy1kZWNlbnRyYWxhbmQtcmNuYTQxMzM20gEqaHR0cHM6Ly93d3cubmJjbmV3cy5jb20vbmV3cy9hbXAvcmNuYTQxMzM2?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
Myth buster: Debunking common misconceptions about the metaverse - Digiday,Myth buster: Debunking common misconceptions about the metaverse  Digiday,2022-08-12,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vZGlnaWRheS5jb20vbWFya2V0aW5nL215dGgtYnVzdGVyLWRlYnVua2luZy1jb21tb24tbWlzY29uY2VwdGlvbnMtYWJvdXQtdGhlLW1ldGF2ZXJzZS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://digiday.com', 'title': 'Digiday'}"
"The metaverse isn't here yet, but it already has a long history - The Conversation","The metaverse isn't here yet, but it already has a long history  The Conversation",2022-08-12,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vdGhlY29udmVyc2F0aW9uLmNvbS90aGUtbWV0YXZlcnNlLWlzbnQtaGVyZS15ZXQtYnV0LWl0LWFscmVhZHktaGFzLWEtbG9uZy1oaXN0b3J5LTE4NjA4M9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://theconversation.com', 'title': 'The Conversation'}"
People expect to spend at least 4 hours a day in the metaverse - Quartz,People expect to spend at least 4 hours a day in the metaverse  Quartz,2022-08-15,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vcXouY29tL3Blb3BsZS1leHBlY3QtdG8tc3BlbmQtYXQtbGVhc3QtNC1ob3Vycy1hLWRheS1pbi10aGUtbWUtMTg0OTQwNjAxMtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://qz.com', 'title': 'Quartz'}"
Are metaverse applications becoming a reality in medical training? - Medical Device Network,Are metaverse applications becoming a reality in medical training?  Medical Device Network,2022-08-15,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3Lm1lZGljYWxkZXZpY2UtbmV0d29yay5jb20vZmVhdHVyZXMvYXJlLW1ldGF2ZXJzZS1hcHBsaWNhdGlvbnMtYmVjb21pbmctYS1yZWFsaXR5LWluLW1lZGljYWwtdHJhaW5pbmcv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.medicaldevice-network.com', 'title': 'Medical Device Network'}"
Banking in the metaverse - VML,Banking in the metaverse  VML,2022-08-15,https://news.google.com/rss/articles/CBMiNGh0dHBzOi8vd3d3LnZtbC5jb20vaW5zaWdodC9iYW5raW5nLWluLXRoZS1tZXRhdmVyc2XSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.vml.com', 'title': 'VML'}"
Pets in the Metaverse: Can Technology Put an End to Overflowing Animal Shelters? - Sentient Media,Pets in the Metaverse: Can Technology Put an End to Overflowing Animal Shelters?  Sentient Media,2022-08-15,https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vc2VudGllbnRtZWRpYS5vcmcvcGV0cy1pbi10aGUtbWV0YXZlcnNlL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://sentientmedia.org', 'title': 'Sentient Media'}"
Gartner's latest hype cycle rates metaverse as 10 year+ journey - Ledger Insights - Ledger Insights,Gartner's latest hype cycle rates metaverse as 10 year+ journey - Ledger Insights  Ledger Insights,2022-08-12,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmxlZGdlcmluc2lnaHRzLmNvbS9nYXJ0bmVycy1oeXBlLWN5Y2xlLW1ldGF2ZXJzZS0xMC15ZWFyL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.ledgerinsights.com', 'title': 'Ledger Insights'}"
How Meta Is Planning for the 2022 US Midterms - Meta Store,How Meta Is Planning for the 2022 US Midterms  Meta Store,2022-08-16,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wOC9tZXRhLXBsYW5zLWZvci0yMDIyLXVzLW1pZHRlcm1zL9IBRmh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wOC9tZXRhLXBsYW5zLWZvci0yMDIyLXVzLW1pZHRlcm1zL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}"
