title,description,published date,url,publisher
"Tech Moves: Meta exec joins AI startup, Lyell Immunopharma hires new CEO; and more - GeekWire","Tech Moves: Meta exec joins AI startup, Lyell Immunopharma hires new CEO; and more  GeekWire",2022-12-21,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmdlZWt3aXJlLmNvbS8yMDIyL3RlY2gtbW92ZXMtbWV0YS1leGVjLWpvaW5zLWFpLXN0YXJ0dXAtbHllbGwtaW1tdW5vcGhhcm1hLWhpcmVzLW5ldy1jZW8tYW5kLW1vcmUv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.geekwire.com', 'title': 'GeekWire'}"
"Meta Materials to Demonstrate Award-Winning Tech at CES 2023, January 5-8 in Las Vegas - META - Metamaterials","Meta Materials to Demonstrate Award-Winning Tech at CES 2023, January 5-8 in Las Vegas - META  Metamaterials",2022-12-22,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vbWV0YW1hdGVyaWFsLmNvbS9tZXRhLW1hdGVyaWFscy10by1kZW1vbnN0cmF0ZS1hd2FyZC13aW5uaW5nLXRlY2gtYXQtY2VzLTIwMjMtamFudWFyeS01LTgtaW4tbGFzLXZlZ2FzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://metamaterial.com', 'title': 'Metamaterials'}"
Meta agrees to pay $725 million to settle lawsuit over Cambridge Analytica data leak - CNN,Meta agrees to pay $725 million to settle lawsuit over Cambridge Analytica data leak  CNN,2022-12-23,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8xMi8yMy90ZWNoL21ldGEtY2FtYnJpZGdlLWFuYWx5dGljYS1zZXR0bGVtZW50L2luZGV4Lmh0bWzSAUtodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIyLzEyLzIzL3RlY2gvbWV0YS1jYW1icmlkZ2UtYW5hbHl0aWNhLXNldHRsZW1lbnQ?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}"
Meta-optics: The disruptive technology you didn't see coming - Phys.org,Meta-optics: The disruptive technology you didn't see coming  Phys.org,2022-12-22,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vcGh5cy5vcmcvbmV3cy8yMDIyLTEyLW1ldGEtb3B0aWNzLWRpc3J1cHRpdmUtdGVjaG5vbG9neS1kaWRudC5odG1s0gFJaHR0cHM6Ly9waHlzLm9yZy9uZXdzLzIwMjItMTItbWV0YS1vcHRpY3MtZGlzcnVwdGl2ZS10ZWNobm9sb2d5LWRpZG50LmFtcA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://phys.org', 'title': 'Phys.org'}"
"Powerful, scalable and resource-efficient meta-analysis of rare variant associations in large whole genome sequencing ... - Nature.com","Powerful, scalable and resource-efficient meta-analysis of rare variant associations in large whole genome sequencing ...  Nature.com",2022-12-23,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg4LTAyMi0wMTIyNS020gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nature.com', 'title': 'Nature.com'}"
The biggest Meta mistakes and misfires in 2022 - Mashable,The biggest Meta mistakes and misfires in 2022  Mashable,2022-12-23,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvbWV0YS1iaWdnZXN0LW1pc3Rha2VzLW1hcmstenVja2VyYmVyZy1tZXRhdmVyc2UtMjAyMtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://mashable.com', 'title': 'Mashable'}"
Meta settles Cambridge Analytica scandal case for $725m - BBC.com,Meta settles Cambridge Analytica scandal case for $725m  BBC.com,2022-12-23,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy90ZWNobm9sb2d5LTY0MDc1MDY30gEwaHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3RlY2hub2xvZ3ktNjQwNzUwNjcuYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bbc.com', 'title': 'BBC.com'}"
Facebook parent Meta to settle Cambridge Analytica scandal case for $725 million - Reuters,Facebook parent Meta to settle Cambridge Analytica scandal case for $725 million  Reuters,2022-12-23,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2xlZ2FsL2ZhY2Vib29rLXBhcmVudC1tZXRhLXBheS03MjUtbWxuLXNldHRsZS1sYXdzdWl0LXJlbGF0aW5nLWNhbWJyaWRnZS1hbmFseXRpY2EtMjAyMi0xMi0yMy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}"
Meta agrees to pay $725 million to settle Cambridge Analytica class action lawsuit - The Verge,Meta agrees to pay $725 million to settle Cambridge Analytica class action lawsuit  The Verge,2022-12-23,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIyLzEyLzIzLzIzNTIzODYyL21ldGEtY2FtYnJpZGdlLWFuYWx5dGljYS1jbGFzcy1hY3Rpb24tbGF3c3VpdC1zZXR0bGVtZW50LTcyNS1taWxsaW9u0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}"
The Metaverse Doesn't Have a Leg to Stand On - WIRED,The Metaverse Doesn't Have a Leg to Stand On  WIRED,2022-12-23,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9mYWtlLW1ldGF2ZXJzZS1nb29kLXJlYWwtbWV0YXZlcnNlLWJhZC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wired.com', 'title': 'WIRED'}"
Facebook parent Meta agrees to pay $725 million to settle privacy lawsuit - NPR,Facebook parent Meta agrees to pay $725 million to settle privacy lawsuit  NPR,2022-12-23,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMi8xMi8yMy8xMTQ1MzAzMjY4L2ZhY2Vib29rLW1ldGEtY2FtYnJpZGdlLWFuYWx5dGljYS1wcml2YWN5LXNldHRsZW1lbnTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.npr.org', 'title': 'NPR'}"
I used Meta's virtual reality headset in its office in the metaverse - Business Insider,I used Meta's virtual reality headset in its office in the metaverse  Business Insider,2022-12-28,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vaS11c2VkLW1ldGFzLXZpcnR1YWwtcmVhbGl0eS1oZWFkc2V0LWluLW9mZmljZS1pbi1tZXRhdmVyc2UtMjAyMi0xMtIBZ2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vaS11c2VkLW1ldGFzLXZpcnR1YWwtcmVhbGl0eS1oZWFkc2V0LWluLW9mZmljZS1pbi1tZXRhdmVyc2UtMjAyMi0xMj9hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.businessinsider.com', 'title': 'Business Insider'}"
One year later: How has Facebook's Meta pivot fared? - eMarketer,One year later: How has Facebook's Meta pivot fared?  eMarketer,2022-12-27,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmVtYXJrZXRlci5jb20vY29udGVudC9vbmUteWVhci1sYXRlci1ob3ctaGFzLWZhY2Vib29rLXMtbWV0YS1waXZvdC1mYXJlZNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.emarketer.com', 'title': 'eMarketer'}"
A substrate-less nanomesh receptor with meta-learning for rapid hand task recognition - Nature.com,A substrate-less nanomesh receptor with meta-learning for rapid hand task recognition  Nature.com,2022-12-28,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxOTI4LTAyMi0wMDg4OC030gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nature.com', 'title': 'Nature.com'}"
Meta Unveils Its Meta Reality Mixed Reality System - VRScout,Meta Unveils Its Meta Reality Mixed Reality System  VRScout,2022-12-27,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vdnJzY291dC5jb20vbmV3cy9tZXRhLXVudmVpbHMtaXRzLW1ldGEtcmVhbGl0eS1taXhlZC1yZWFsaXR5LXN5c3RlbS_SAVBodHRwczovL3Zyc2NvdXQuY29tL25ld3MvbWV0YS11bnZlaWxzLWl0cy1tZXRhLXJlYWxpdHktbWl4ZWQtcmVhbGl0eS1zeXN0ZW0vYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://vrscout.com', 'title': 'VRScout'}"
Is Meta Platforms the Perfect Value Stock for 2023? - Yahoo Finance,Is Meta Platforms the Perfect Value Stock for 2023?  Yahoo Finance,2022-12-27,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9tZXRhLXBsYXRmb3Jtcy1wZXJmZWN0LXZhbHVlLXN0b2NrLTIxMzgwNTMxMC5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
Here's Where Meta Plans to Spend the Most Money in 2023 - The Motley Fool,Here's Where Meta Plans to Spend the Most Money in 2023  The Motley Fool,2022-12-27,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIyLzEyLzI3L3doZXJlLW1ldGEtcGxhbnMtc3BlbmQtbW9zdC1tb25leS0yMDIzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}"
Metaverse off to ominous start after VR headset sales shrank in 2022 - CNBC,Metaverse off to ominous start after VR headset sales shrank in 2022  CNBC,2022-12-28,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMTIvMjgvbWV0YXZlcnNlLW9mZi10by1vbWlub3VzLXN0YXJ0LWFmdGVyLXZyLWhlYWRzZXQtc2FsZXMtc2hyYW5rLWluLTIwMjIuaHRtbNIBbWh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIyLzEyLzI4L21ldGF2ZXJzZS1vZmYtdG8tb21pbm91cy1zdGFydC1hZnRlci12ci1oZWFkc2V0LXNhbGVzLXNocmFuay1pbi0yMDIyLmh0bWw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}"
"Amazon, Google, and Meta’s big bets didn’t pay off in 2022 - Vox.com","Amazon, Google, and Meta’s big bets didn’t pay off in 2022  Vox.com",2022-12-27,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnZveC5jb20vcmVjb2RlLzIwMjIvMTIvMjcvMjM1MjA5MDYvYW1hem9uLWFwcGxlLWdvb2dsZS1tZXRhLXN0cmVhbWluZy1iaWctdGVjaC1tb29uc2hvdHMtZ29vZGJ5ZdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.vox.com', 'title': 'Vox.com'}"
Meta (Oculus) Quest 2 - How To Create A Virtual Couch - GameRant,Meta (Oculus) Quest 2 - How To Create A Virtual Couch  GameRant,2022-12-28,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vZ2FtZXJhbnQuY29tL21ldGEtb2N1bHVzLXF1ZXN0LTItaG93LXRvLWNyZWF0ZS12aXJ0dWFsLWNvdWNoL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://gamerant.com', 'title': 'GameRant'}"
"Facebook Marketplace is changing: Meta is ending vehicle, home listings from Facebook business Pages - KPRC Click2Houston","Facebook Marketplace is changing: Meta is ending vehicle, home listings from Facebook business Pages  KPRC Click2Houston",2022-12-28,https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5jbGljazJob3VzdG9uLmNvbS9uZXdzL2xvY2FsLzIwMjIvMTIvMjgvZmFjZWJvb2stbWFya2V0cGxhY2UtaXMtY2hhbmdpbmctbWV0YS1pcy1lbmRpbmctdmVoaWNsZS1ob21lLWxpc3RpbmdzLWZyb20tZmFjZWJvb2stYnVzaW5lc3MtcGFnZXMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.click2houston.com', 'title': 'KPRC Click2Houston'}"
I used Meta's virtual reality headset in its office in the metaverse - Business Insider,I used Meta's virtual reality headset in its office in the metaverse  Business Insider,2022-12-28,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vaS11c2VkLW1ldGFzLXZpcnR1YWwtcmVhbGl0eS1oZWFkc2V0LWluLW9mZmljZS1pbi1tZXRhdmVyc2UtMjAyMi0xMtIBZ2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vaS11c2VkLW1ldGFzLXZpcnR1YWwtcmVhbGl0eS1oZWFkc2V0LWluLW9mZmljZS1pbi1tZXRhdmVyc2UtMjAyMi0xMj9hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.businessinsider.com', 'title': 'Business Insider'}"
A substrate-less nanomesh receptor with meta-learning for rapid hand task recognition - Nature.com,A substrate-less nanomesh receptor with meta-learning for rapid hand task recognition  Nature.com,2022-12-28,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxOTI4LTAyMi0wMDg4OC030gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nature.com', 'title': 'Nature.com'}"
"Meta acquires optics company Luxexcel, another building block for the AR future - MIXED Reality News","Meta acquires optics company Luxexcel, another building block for the AR future  MIXED Reality News",2022-12-29,https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vbWl4ZWQtbmV3cy5jb20vZW4vbWV0YS1hY3F1aXJlcy1vcHRpY3MtY29tcGFueS1sdXhleGNlbC_SAUZodHRwczovL21peGVkLW5ld3MuY29tL2VuL21ldGEtYWNxdWlyZXMtb3B0aWNzLWNvbXBhbnktbHV4ZXhjZWwvP2FtcD0x?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://mixed-news.com', 'title': 'MIXED Reality News'}"
Meta Releases data2vec 2.0 a High Efficiency Self-Supervised Model - InfoQ.com,Meta Releases data2vec 2.0 a High Efficiency Self-Supervised Model  InfoQ.com,2022-12-29,https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3LmluZm9xLmNvbS9uZXdzLzIwMjIvMTIvbWV0YS1kYXRhMnZlYy1yZWxlYXNlL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.infoq.com', 'title': 'InfoQ.com'}"
Metaverse off to ominous start after VR headset sales shrank in 2022 - CNBC,Metaverse off to ominous start after VR headset sales shrank in 2022  CNBC,2022-12-28,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMTIvMjgvbWV0YXZlcnNlLW9mZi10by1vbWlub3VzLXN0YXJ0LWFmdGVyLXZyLWhlYWRzZXQtc2FsZXMtc2hyYW5rLWluLTIwMjIuaHRtbNIBbWh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIyLzEyLzI4L21ldGF2ZXJzZS1vZmYtdG8tb21pbm91cy1zdGFydC1hZnRlci12ci1oZWFkc2V0LXNhbGVzLXNocmFuay1pbi0yMDIyLmh0bWw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}"
Meta (Oculus) Quest 2 - How To Create A Virtual Couch - GameRant,Meta (Oculus) Quest 2 - How To Create A Virtual Couch  GameRant,2022-12-28,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vZ2FtZXJhbnQuY29tL21ldGEtb2N1bHVzLXF1ZXN0LTItaG93LXRvLWNyZWF0ZS12aXJ0dWFsLWNvdWNoL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://gamerant.com', 'title': 'GameRant'}"
Meta Buys Lens 3D Printing Firm Luxexcel for AR Glasses - 3DPrint.com,Meta Buys Lens 3D Printing Firm Luxexcel for AR Glasses  3DPrint.com,2022-12-29,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vM2RwcmludC5jb20vMjk2Njc4LzNkLXByaW50aW5nLW5ld3MtdW5wZWVsZWQtbWV0YS1idXlzLWx1eGV4Y2VsbC_SAU1odHRwczovLzNkcHJpbnQuY29tLzI5NjY3OC8zZC1wcmludGluZy1uZXdzLXVucGVlbGVkLW1ldGEtYnV5cy1sdXhleGNlbGwvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://3dprint.com', 'title': '3DPrint.com'}"
"Facebook Marketplace is changing: Meta is ending vehicle, home listings from Facebook business Pages - KPRC Click2Houston","Facebook Marketplace is changing: Meta is ending vehicle, home listings from Facebook business Pages  KPRC Click2Houston",2022-12-28,https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5jbGljazJob3VzdG9uLmNvbS9uZXdzL2xvY2FsLzIwMjIvMTIvMjgvZmFjZWJvb2stbWFya2V0cGxhY2UtaXMtY2hhbmdpbmctbWV0YS1pcy1lbmRpbmctdmVoaWNsZS1ob21lLWxpc3RpbmdzLWZyb20tZmFjZWJvb2stYnVzaW5lc3MtcGFnZXMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.click2houston.com', 'title': 'KPRC Click2Houston'}"
Meta (Facebook) Settles Fair Housing Violation Allegations - National Association of REALTORS®,Meta (Facebook) Settles Fair Housing Violation Allegations  National Association of REALTORS®,2022-12-28,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3Lm5hci5yZWFsdG9yL2xlZ2FsLWNhc2Utc3VtbWFyaWVzL21ldGEtZmFjZWJvb2stc2V0dGxlcy1mYWlyLWhvdXNpbmctdmlvbGF0aW9uLWFsbGVnYXRpb25z0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nar.realtor', 'title': 'National Association of REALTORS®'}"
"Going with the flow! This 28-yr-old Meta employee pays $300,000 for a cruise ship condo so he can WFH and - The Economic Times","Going with the flow! This 28-yr-old Meta employee pays $300,000 for a cruise ship condo so he can WFH and  The Economic Times",2022-12-28,https://news.google.com/rss/articles/CBMiwAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFnYXppbmVzL3BhbmFjaGUvaGlzLTI4LXlyLW9sZC1tZXRhLWVtcGxveWVlLWF1c3Rpbi13ZWxscy13aWxsLXdmaC1pbi1oaXMtMzAwMDAwLWNydWlzZS1zaGlwLW12LW5hcnJhdGl2ZS1jb25kby13aGlsZS10cmF2ZWxsaW5nLXRoZS13b3JsZC9hcnRpY2xlc2hvdy85NjU2ODYzNy5jbXPSAcQBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL21hZ2F6aW5lcy9wYW5hY2hlL2hpcy0yOC15ci1vbGQtbWV0YS1lbXBsb3llZS1hdXN0aW4td2VsbHMtd2lsbC13ZmgtaW4taGlzLTMwMDAwMC1jcnVpc2Utc2hpcC1tdi1uYXJyYXRpdmUtY29uZG8td2hpbGUtdHJhdmVsbGluZy10aGUtd29ybGQvYW1wX2FydGljbGVzaG93Lzk2NTY4NjM3LmNtcw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://m.economictimes.com', 'title': 'The Economic Times'}"
"In the Midst of Cuts, Meta to Build Urban Village Next to HQ - Globe St.","In the Midst of Cuts, Meta to Build Urban Village Next to HQ  Globe St.",2022-12-30,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3Lmdsb2Jlc3QuY29tLzIwMjIvMTIvMzAvaW4tdGhlLW1pZHN0LW9mLWN1dHMtbWV0YS10by1idWlsZC11cmJhbi12aWxsYWdlLW5leHQtdG8taHEv0gFlaHR0cHM6Ly93d3cuZ2xvYmVzdC5jb20vMjAyMi8xMi8zMC9pbi10aGUtbWlkc3Qtb2YtY3V0cy1tZXRhLXRvLWJ1aWxkLXVyYmFuLXZpbGxhZ2UtbmV4dC10by1ocS8_YW1wPTE?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.globest.com', 'title': 'Globe St.'}"
Meta acquires smart lensmaker Luxexcel as it works toward AR glasses goal - The Verge,Meta acquires smart lensmaker Luxexcel as it works toward AR glasses goal  The Verge,2022-12-30,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIyLzEyLzMwLzIzNTMyNTY3L21ldGEtYWNxdWlyZXMtbGVuc21ha2VyLWx1eGV4Y2VsLWFyLWdsYXNzZXPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}"
"Meta acquires Luxexcel, a smart eyewear company - TechCrunch","Meta acquires Luxexcel, a smart eyewear company  TechCrunch",2022-12-30,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMi8xMi8zMC9tZXRhLWFjcXVpcmVzLWx1eGV4Y2VsLWEtc21hcnQtZXlld2Vhci1jb21wYW55L9IBVWh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMi8xMi8zMC9tZXRhLWFjcXVpcmVzLWx1eGV4Y2VsLWEtc21hcnQtZXlld2Vhci1jb21wYW55L2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://techcrunch.com', 'title': 'TechCrunch'}"
Meta wants to introduce more devices than just Meta Quest 3 in 2023 - MIXED Reality News,Meta wants to introduce more devices than just Meta Quest 3 in 2023  MIXED Reality News,2022-12-30,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vbWl4ZWQtbmV3cy5jb20vZW4vbWV0YS13YW50cy10by1pbnRyb2R1Y2UtbW9yZS1kZXZpY2VzLXRoYW4tanVzdC1tZXRhLXF1ZXN0LTMtaW4tMjAyMy_SAWRodHRwczovL21peGVkLW5ld3MuY29tL2VuL21ldGEtd2FudHMtdG8taW50cm9kdWNlLW1vcmUtZGV2aWNlcy10aGFuLWp1c3QtbWV0YS1xdWVzdC0zLWluLTIwMjMvP2FtcD0x?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://mixed-news.com', 'title': 'MIXED Reality News'}"
Meta Releases data2vec 2.0 a High Efficiency Self-Supervised Model - InfoQ.com,Meta Releases data2vec 2.0 a High Efficiency Self-Supervised Model  InfoQ.com,2022-12-29,https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3LmluZm9xLmNvbS9uZXdzLzIwMjIvMTIvbWV0YS1kYXRhMnZlYy1yZWxlYXNlL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.infoq.com', 'title': 'InfoQ.com'}"
Meta (Oculus) Quest 2: How To Take Screenshots And Save Them - GameRant,Meta (Oculus) Quest 2: How To Take Screenshots And Save Them  GameRant,2022-12-29,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vZ2FtZXJhbnQuY29tL21ldGEtb2N1bHVzLXF1ZXN0LTItZ3VpZGUtdGFrZS1zY3JlZW5zaG90cy1zYXZlLXRoZW0v0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://gamerant.com', 'title': 'GameRant'}"
Meta Buys Lens 3D Printing Firm Luxexcel for AR Glasses - 3DPrint.com,Meta Buys Lens 3D Printing Firm Luxexcel for AR Glasses  3DPrint.com,2022-12-29,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vM2RwcmludC5jb20vMjk2Njc4LzNkLXByaW50aW5nLW5ld3MtdW5wZWVsZWQtbWV0YS1idXlzLWx1eGV4Y2VsbC_SAU1odHRwczovLzNkcHJpbnQuY29tLzI5NjY3OC8zZC1wcmludGluZy1uZXdzLXVucGVlbGVkLW1ldGEtYnV5cy1sdXhleGNlbGwvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://3dprint.com', 'title': '3DPrint.com'}"
MMAT Stock: The Case for Meta Materials Hitting $2 in 2023 - InvestorPlace,MMAT Stock: The Case for Meta Materials Hitting $2 in 2023  InvestorPlace,2022-12-30,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vaW52ZXN0b3JwbGFjZS5jb20vMjAyMi8xMi9tbWF0LXN0b2NrLXRoZS1jYXNlLWZvci1tZXRhLW1hdGVyaWFscy1oaXR0aW5nLTItaW4tMjAyMy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://investorplace.com', 'title': 'InvestorPlace'}"
"Intelligent programmable meta-imagers: A timely approach to task-specific, noise-adaptive sensing - Tech Xplore","Intelligent programmable meta-imagers: A timely approach to task-specific, noise-adaptive sensing  Tech Xplore",2022-12-30,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vdGVjaHhwbG9yZS5jb20vbmV3cy8yMDIyLTEyLWludGVsbGlnZW50LXByb2dyYW1tYWJsZS1tZXRhLWltYWdlcnMtYXBwcm9hY2gtdGFzay1zcGVjaWZpYy5odG1s0gFkaHR0cHM6Ly90ZWNoeHBsb3JlLmNvbS9uZXdzLzIwMjItMTItaW50ZWxsaWdlbnQtcHJvZ3JhbW1hYmxlLW1ldGEtaW1hZ2Vycy1hcHByb2FjaC10YXNrLXNwZWNpZmljLmFtcA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://techxplore.com', 'title': 'Tech Xplore'}"
Meta Matters in NFTs - Finance Magnates,Meta Matters in NFTs  Finance Magnates,2022-12-30,https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LmZpbmFuY2VtYWduYXRlcy5jb20vY3J5cHRvY3VycmVuY3kvbWV0YS1tYXR0ZXJzLWluLW5mdHMv0gFIaHR0cHM6Ly93d3cuZmluYW5jZW1hZ25hdGVzLmNvbS9jcnlwdG9jdXJyZW5jeS9tZXRhLW1hdHRlcnMtaW4tbmZ0cy9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.financemagnates.com', 'title': 'Finance Magnates'}"
How Meta Uses Legal Bases for Processing Ads in the EU - Meta Store,How Meta Uses Legal Bases for Processing Ads in the EU  Meta Store,2023-01-04,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMy8wMS9ob3ctbWV0YS11c2VzLWxlZ2FsLWJhc2VzLWZvci1wcm9jZXNzaW5nLWFkcy1pbi10aGUtZXUv0gFdaHR0cHM6Ly9hYm91dC5mYi5jb20vbmV3cy8yMDIzLzAxL2hvdy1tZXRhLXVzZXMtbGVnYWwtYmFzZXMtZm9yLXByb2Nlc3NpbmctYWRzLWluLXRoZS1ldS9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}"
I Threw a Holiday Party in Horizon Worlds. It Didn't Go Well - WIRED,I Threw a Holiday Party in Horizon Worlds. It Didn't Go Well  WIRED,2023-01-03,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9ob2xpZGF5LXBhcnR5LWhvcml6b24td29ybGRzLXRoZS1tZXRhdmVyc2UtZG9lc250LWV4aXN0L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wired.com', 'title': 'WIRED'}"
