Date,Adj Close,Open,High,Low,Close,Volume,neg_sentiment_cnt,neu_sentiment_cnt,pos_sentiment_cnt,mean_neg_sentiment_prob,mean_neu_sentiment_prob,mean_pos_sentiment_prob
2022-04-27,154.801,155.91,159.79,155.38,156.57,88063200,0.0,1.0,2.0,0.00033409384680756676,0.44313456947808544,0.5565313418095078
2022-04-28,161.791,159.25,164.52,158.93,163.64,130216800,0.0,2.0,2.0,0.00707502680234029,0.4953447824536852,0.497580200964876
2022-04-29,155.869,161.84,166.2,157.25,157.65,131747600,0.0,1.0,1.0,0.001468061949708499,0.4986082240284304,0.49992373927670997
2022-05-02,156.175,156.71,158.23,153.27,157.96,123055300,1.0,3.0,0.0,0.2004012438483187,0.7270933424588293,0.07250537594973139
2022-05-03,157.678,158.15,160.71,156.32,159.48,88966500,0.0,1.0,0.0,0.00018357335648033768,0.9654872417449951,0.03432915359735489
2022-05-04,164.144,159.67,166.48,159.26,166.02,108256500,0.0,3.0,1.0,0.00026156722924497444,0.7490282320650294,0.2507101732880983
2022-05-05,154.999,163.85,164.08,154.95,156.77,130525300,0.0,1.0,1.0,0.00012605380834429525,0.5007164308335632,0.49915752774541033
2022-05-06,155.731,156.01,159.44,154.18,157.28,116124600,3.0,1.0,0.0,0.7469311942459171,0.2508449019078398,0.002223916621915123
2022-05-09,150.563,154.93,155.83,151.49,152.06,131577900,3.0,0.0,2.0,0.5330567643453833,0.06930997606832534,0.3976332425023429
2022-05-10,152.989,155.52,156.74,152.93,154.51,115366700,1.0,3.0,1.0,0.16081955285044386,0.6367672087042593,0.20241324345115572
2022-05-11,145.058,153.5,155.45,145.81,146.5,142689800,0.0,3.0,1.0,0.0009149731395154959,0.749579212786557,0.24950582989276882
2022-05-12,141.156,142.77,146.2,138.8,142.56,182602000,4.0,2.0,1.0,0.5180448205147903,0.3375004104870771,0.14445478778257634
2022-05-13,145.662,144.59,148.1,143.11,147.11,113990900,0.0,4.0,0.0,0.0031239252875820966,0.9967568963766098,0.00011920893757633166
2022-05-16,144.107,145.55,147.52,144.18,145.54,86643800,0.0,1.0,2.0,0.016835114792532597,0.34689694687646505,0.6362679389470335
2022-05-17,147.771,148.86,149.77,146.68,149.24,78336300,0.0,2.0,1.0,0.00017290387525766468,0.6666012015824284,0.33322588309480733
2022-05-18,139.434,146.85,147.36,139.9,140.82,109742900,1.0,5.0,0.0,0.1846005820746844,0.814790308601611,0.0006091250682705626
2022-05-19,135.998,139.88,141.66,136.6,137.35,136095600,2.0,2.0,0.0,0.3849368433948257,0.6142456455563661,0.000817486993582861
2022-05-20,136.235,139.09,140.7,132.61,137.59,137426100,0.0,2.0,0.0,0.00017611886141821742,0.9989795386791229,0.0008443537954008207
2022-05-23,141.701,137.79,143.26,137.65,143.11,117726300,0.0,1.0,1.0,0.00041797351150307804,0.4920121585018933,0.507569863460958
2022-05-24,138.978,140.81,141.97,137.33,140.36,104132700,2.0,1.0,1.0,0.4952989849862206,0.27270529154338874,0.23199570338329067
2022-05-25,139.136,138.43,141.79,138.34,140.52,92482700,1.0,2.0,2.0,0.19952221433341039,0.4027049148338847,0.3977728803809441
2022-05-26,142.364,137.39,144.34,137.14,143.78,90601500,1.0,1.0,1.0,0.26096211596935365,0.40522596090643975,0.33381190257690224
2022-05-27,148.167,145.39,149.68,145.26,149.64,90978500,0.0,1.0,0.0,0.0003702444373629987,0.9881502389907837,0.011479485780000687
2022-05-31,147.375,149.07,150.66,146.84,148.84,103718400,0.0,2.0,0.0,0.0002673119233804755,0.9983037412166595,0.001428947096428601
2022-06-01,147.246,149.9,151.74,147.68,148.71,74286600,0.0,1.0,1.0,0.00014305486911325715,0.5002611806557979,0.4995958322760998
2022-06-02,149.721,147.83,151.27,146.86,151.21,72348100,1.0,4.0,1.0,0.166479540402482,0.6661733206710778,0.16734711475267736
2022-06-03,143.949,146.9,147.97,144.46,145.38,88570300,0.0,1.0,0.0,0.00022338572307489812,0.9992715716362,0.0005050756735727191
2022-06-06,144.701,147.03,148.57,144.9,146.14,71598400,0.0,4.0,0.0,0.06842914018670854,0.9062557965517044,0.02531502807232755
2022-06-07,147.246,144.35,149.0,144.1,148.71,67808200,0.0,1.0,0.0,6.703928374918178e-05,0.9998728036880493,6.009528806316666e-05
2022-06-08,146.503,148.58,149.87,147.46,147.96,53950200,0.0,4.0,1.0,0.0002177204587496817,0.7980118707084329,0.20177040847192984
2022-06-09,141.236,147.08,147.95,142.53,142.64,69473000,0.0,4.0,1.0,0.00032917545904638247,0.6997902745672036,0.2998805214323511
2022-06-10,135.78,140.28,140.76,137.06,137.13,91437900,1.0,1.0,0.0,0.5436706990003586,0.455450559820747,0.0008787600672803819
2022-06-13,130.582,132.87,135.2,131.44,131.88,122207100,0.0,3.0,1.0,0.00026817296293302206,0.7613694695755839,0.23836234693953884
2022-06-14,131.453,133.13,133.89,131.48,132.76,84784300,0.0,1.0,5.0,0.0012526866727663826,0.2215493605666173,0.7771979914978147
2022-06-15,134.097,134.29,137.34,132.16,135.43,91533000,1.0,1.0,0.0,0.4993716956851131,0.5003064553602599,0.0003218547935830429
2022-06-17,130.265,130.07,133.08,129.81,131.56,134520300,1.0,1.0,2.0,0.24884373298846185,0.2511760825800593,0.4999801882804604
2022-06-22,134.017,134.79,137.76,133.91,135.35,73409200,0.0,2.0,2.0,0.013620908022858202,0.5005545826425077,0.48582447246280935
2022-06-23,136.909,136.82,138.59,135.63,138.27,72433800,0.0,1.0,1.0,0.007798862250638194,0.4922642472010921,0.49993696343153715
2022-06-24,140.265,139.9,141.91,139.77,141.66,89116800,0.0,2.0,0.0,0.00018891428771894425,0.9986130893230438,0.0011980080635112245
2022-06-27,140.265,142.7,143.49,140.97,141.66,70207900,0.0,3.0,1.0,0.003253036729802261,0.7204788429371547,0.2762681126532698
2022-06-28,136.087,142.13,143.42,137.32,137.44,67083400,1.0,0.0,0.0,0.9914430975914001,0.008080043829977512,0.0004768448416143656
2022-06-29,137.859,137.46,140.67,136.67,139.23,66242400,0.0,0.0,1.0,0.00017381191719323397,0.0008150437497533858,0.9990111589431763
2022-06-30,135.374,137.25,138.37,133.77,136.72,98964500,1.0,4.0,1.0,0.1533502720776596,0.615181537810713,0.23146818936584168
2022-07-01,137.562,136.04,139.04,135.66,138.93,71051600,0.0,1.0,1.0,0.001936498774739448,0.49982563308731187,0.4982378938875627
2022-07-05,140.166,137.77,141.61,136.93,141.56,73353800,0.0,1.0,0.0,0.0001505493128206581,0.9972230195999146,0.002626430708914995
2022-07-06,141.513,141.35,144.12,141.08,142.92,74064300,0.0,1.0,1.0,0.00011912874469999224,0.5001071913429769,0.4997736860095756
2022-07-08,145.592,145.26,147.55,145.0,147.04,64547800,0.0,2.0,0.0,0.00014952753554098308,0.9994726479053497,0.0003778202171815792
2022-07-11,143.444,145.67,146.64,143.78,144.87,63141600,0.0,0.0,1.0,0.0005869347951374948,0.001874567591585219,0.9975384473800659
2022-07-12,144.424,145.76,148.45,145.05,145.86,77588800,0.0,2.0,1.0,0.003684420487843454,0.664902308024466,0.3314132630669822
2022-07-13,144.058,142.99,146.45,142.12,145.49,71185600,0.0,4.0,0.0,0.0011408204518374987,0.9877593666315079,0.01109980668843491
2022-07-14,147.008,144.08,148.95,143.25,148.47,78140700,0.0,1.0,0.0,0.0008860314264893532,0.9977051615715027,0.0014088177122175694
2022-07-15,148.691,149.78,150.86,148.2,150.17,76259900,0.0,0.0,1.0,0.0006202705553732812,0.0001541392703074962,0.9992256164550781
2022-07-18,145.622,150.74,151.57,146.7,147.07,81420900,2.0,2.0,1.0,0.3266811483248603,0.47410668451339005,0.19921218069648602
2022-07-19,149.513,147.92,151.23,146.91,151.0,82982400,2.0,0.0,2.0,0.470020980850677,0.03362520602240693,0.4963538228184916
2022-07-20,151.533,151.12,153.72,150.37,153.04,64823400,1.0,2.0,1.0,0.24974441555059457,0.500098153068393,0.25015740813705634
2022-07-21,153.82,154.5,155.57,151.94,155.35,65086600,1.0,0.0,2.0,0.21524173279370493,0.25051193628072116,0.5342463677128156
2022-07-22,152.573,155.39,156.28,153.41,154.09,66675400,0.0,4.0,0.0,0.0002834102242559311,0.9872816801071167,0.01243489812441112
2022-07-25,151.444,154.01,155.04,152.28,152.95,53623900,0.0,5.0,5.0,0.000966905372479232,0.4693000148370629,0.5297331134715932
2022-07-26,150.107,152.26,153.09,150.8,151.6,55138700,1.0,2.0,2.0,0.1874550842330791,0.4011337577685481,0.4114111593706184
2022-07-27,155.246,152.58,157.33,152.16,156.79,78620700,0.0,2.0,1.0,0.00027143991853032884,0.7447927892208099,0.2549357449073189
2022-07-28,155.801,156.98,157.64,154.41,157.35,81378700,3.0,0.0,2.0,0.5550294468179345,0.044283988428651354,0.40068655770737677
2022-07-29,160.91,161.24,163.63,159.5,162.51,101786900,1.0,1.0,0.0,0.49753081975723035,0.5014171717921272,0.0010520332034502644
2022-08-01,159.92,161.01,163.59,160.89,161.51,67829400,1.0,2.0,3.0,0.1662203198223627,0.28909152626389795,0.5446881223324453
2022-08-02,158.435,160.1,162.41,159.63,160.01,59907000,0.0,2.0,0.0,0.0005314456793712452,0.9985783398151398,0.0008902463505364722
2022-08-03,164.494,160.84,166.59,160.75,166.13,82507500,2.0,3.0,1.0,0.3188414948393377,0.5129234219590822,0.16823508543044832
2022-08-04,164.177,166.01,167.19,164.43,165.81,55474100,0.0,0.0,3.0,0.00032565423074023175,0.022571407117842075,0.9771029154459635
2022-08-05,163.949,163.21,165.85,163.0,165.35,56697000,0.0,1.0,1.0,0.050229193293489516,0.45078826481767464,0.49898254792788066
2022-08-08,163.473,166.37,167.81,164.2,164.87,60276900,2.0,0.0,0.0,0.932210385799408,0.052207533473847434,0.015582100895699114
2022-08-09,163.523,164.02,165.82,163.25,164.92,63135500,0.0,2.0,1.0,0.035490142169389095,0.7459728717803955,0.2185370035779973
2022-08-10,167.806,167.68,169.34,166.9,169.24,70170500,0.0,1.0,2.0,0.00036183274157034856,0.38020617708874244,0.6194319787124792
2022-08-11,167.063,170.06,170.99,168.19,168.49,57149200,0.0,0.0,1.0,0.0006058032740838826,0.002069224137812853,0.99732506275177
2022-08-12,170.642,169.82,172.17,169.4,172.1,68039400,0.0,4.0,2.0,0.048086155384226004,0.5862572781625204,0.3656565547280479
2022-08-15,171.723,171.52,173.39,171.35,173.19,54091700,1.0,2.0,2.0,0.1822264168964466,0.41949550237040967,0.39827807601468523
2022-08-16,171.564,172.78,173.71,171.66,173.03,56377100,0.0,1.0,1.0,0.05175318941473961,0.39890390122309327,0.549342967569828
2022-08-17,173.071,172.77,176.15,172.57,174.55,79542000,0.0,2.0,0.0,0.061105944638256915,0.9385838210582733,0.00031026411124912556
2022-08-18,172.675,173.75,174.9,173.12,174.15,62290100,0.0,3.0,1.0,0.004823925337404944,0.7764508407562971,0.2187252438006908
2022-08-19,170.067,173.03,173.74,171.31,171.52,70346300,1.0,0.0,1.0,0.4959099170737318,0.0038918717837077565,0.50019819920999
2022-08-22,166.151,169.69,169.86,167.14,167.57,69026800,1.0,2.0,1.0,0.24940052679085056,0.4998327962894109,0.2507666805322515
2022-08-23,165.813,167.08,168.71,166.65,167.23,54147100,1.0,1.0,1.0,0.19455867191330375,0.4709856504147562,0.33445570513382944
2022-08-24,166.111,167.32,168.11,166.25,167.53,53841500,0.0,2.0,0.0,0.10189894150244072,0.8103391528129578,0.08776195257087238
2022-08-25,168.59,168.78,170.14,168.35,170.03,51218200,0.0,3.0,0.0,0.00018676241840391108,0.997736652692159,0.0020765797526109964
2022-08-29,160.013,161.15,162.9,159.82,161.38,73314000,0.0,1.0,1.0,0.00028237338483450003,0.6251427978277206,0.3745748328510672
2022-08-30,157.564,162.13,162.56,157.72,158.91,77906200,1.0,4.0,1.0,0.18474950302576568,0.6541251568123698,0.16112534607964335
2022-08-31,155.888,160.31,160.58,157.14,157.22,87991100,0.0,3.0,0.0,0.00092887432401767,0.9741273919741312,0.024943711889742797
2022-09-01,156.622,156.64,158.42,154.67,157.96,74229900,0.0,1.0,2.0,0.00015185691396861026,0.3337338983158891,0.6661142648360207
2022-09-02,154.49,159.75,160.36,154.97,155.81,76957800,0.0,2.0,0.0,0.0001887643084046431,0.9959071576595306,0.0039040615665726364
2022-09-06,153.221,156.47,157.09,153.69,154.53,73714800,0.0,4.0,0.0,0.05872920821366279,0.9408722966909409,0.000398457508708816
2022-09-07,154.639,154.82,156.67,153.61,155.96,87449600,2.0,2.0,3.0,0.28534564367250176,0.2966054936592367,0.41804885061615743
2022-09-08,153.152,154.64,156.36,152.68,154.46,84923800,0.0,2.0,4.0,0.040179146748414496,0.4430715547253688,0.5167493244219562
2022-09-09,156.037,155.47,157.82,154.75,157.37,68028800,0.0,2.0,1.0,0.07534599274610325,0.6660062907418857,0.25864770932821557
2022-09-12,162.046,159.59,164.26,159.3,163.43,104956000,1.0,1.0,1.0,0.3323826473909624,0.3488395550909142,0.31877778954731184
2022-09-13,152.537,159.9,160.54,153.37,153.84,122656600,1.0,2.0,3.0,0.19007705938323247,0.30694932888097054,0.5029736227976779
2022-09-14,153.994,154.79,157.1,153.61,155.31,87965400,1.0,1.0,0.0,0.3817922715570603,0.6172682493925095,0.000939485129492823
2022-09-15,151.079,154.65,155.24,151.38,152.37,90481100,1.0,0.0,1.0,0.4496395831811242,0.03458528558257967,0.5157750695943832
2022-09-16,149.423,151.21,151.35,148.37,150.7,162278800,0.0,3.0,1.0,0.00016043529649323318,0.7494160760979867,0.2504234893276589
2022-09-19,153.171,149.31,154.56,149.1,154.48,81474200,1.0,0.0,0.0,0.9904624819755554,0.008871185593307018,0.0006663759122602642
2022-09-20,155.571,153.4,158.08,153.08,156.9,107689800,2.0,2.0,3.0,0.27999190159503734,0.3349166123267163,0.3850914947917253
2022-09-21,152.418,157.34,158.74,153.6,153.72,101696800,0.0,2.0,1.0,0.0002385722667289277,0.6167681969236583,0.38299318510811037
2022-09-22,151.446,152.38,154.47,150.91,152.74,86652500,0.0,2.0,2.0,0.11264901361755619,0.45993682474363595,0.4274141453879565
2022-09-23,149.156,151.19,151.47,148.56,150.43,96029900,0.0,1.0,2.0,0.0011307643435429782,0.4607327993823371,0.5381364262041947
2022-09-26,149.493,149.66,153.77,149.64,150.77,93339400,1.0,1.0,0.0,0.49855476762968465,0.5009400179842487,0.0005052071319369134
2022-09-27,150.474,152.74,154.72,149.95,151.76,84442700,0.0,1.0,1.0,0.00030291408984339796,0.5015547638759017,0.498142287517112
2022-09-28,148.571,147.64,150.64,144.84,149.84,146691400,0.0,1.0,2.0,0.0003970803542567107,0.42766202489535016,0.5719408818319304
2022-09-29,141.273,146.1,146.72,140.68,142.48,128138200,4.0,3.0,0.0,0.6136230988340685,0.3848491321883297,0.0015277874632114877
2022-09-30,137.029,141.28,143.1,138.0,138.2,124925300,1.0,2.0,0.0,0.165809334301836,0.77854656179746,0.05564407052831181
2022-10-03,141.243,138.21,143.07,137.69,142.45,114311700,1.0,2.0,1.0,0.22058496796307736,0.5237288246571552,0.25568619920522906
2022-10-04,144.862,145.03,146.22,144.26,146.1,87830100,1.0,2.0,2.0,0.19653291285212618,0.4053602310712449,0.3981068422093813
2022-10-05,145.16,144.07,147.38,143.01,146.4,79471000,1.0,4.0,3.0,0.16375476344819617,0.4607233567203366,0.37552188308063705
2022-10-06,144.198,145.81,147.54,145.22,145.43,68402200,0.0,0.0,1.0,0.0008483523270115256,0.00015866539615672082,0.9989929795265198
2022-10-07,138.903,142.54,143.1,139.45,140.09,85925600,0.0,1.0,2.0,0.0021508028342699013,0.3418019550542037,0.6560472622513771
2022-10-10,139.231,140.42,141.89,138.57,140.42,74899000,3.0,2.0,1.0,0.48091797157151933,0.35302753957754857,0.16605447060646839
2022-10-11,137.803,139.9,141.35,138.22,138.98,77033700,0.0,3.0,0.0,0.026377596346719656,0.9607442021369934,0.01287823968596058
2022-10-12,137.168,139.13,140.36,138.16,138.34,70433700,0.0,3.0,0.0,7.095903007818076e-05,0.9998013575871786,0.00012765972739240775
2022-10-13,141.779,134.99,143.59,134.37,142.99,113224000,0.0,3.0,0.0,0.00025303350169754896,0.9943509499231974,0.005395987990292876
2022-10-14,137.208,144.31,144.52,138.19,138.38,88598000,0.0,2.0,0.0,8.270810940302908e-05,0.9996331930160522,0.0002841236473614117
2022-10-17,141.204,141.07,142.9,140.27,142.41,85250900,0.0,4.0,0.0,0.07742291764952824,0.8649148494005203,0.05766223710725171
2022-10-18,142.532,145.49,146.7,140.61,143.75,99136600,1.0,4.0,1.0,0.1904428413399728,0.6445755930811478,0.1649815771907015
2022-10-19,142.641,141.69,144.95,141.5,143.86,61758300,0.0,0.0,1.0,0.0024909155908972025,0.0044723316095769405,0.993036687374115
2022-10-20,142.175,143.02,145.89,142.65,143.39,64522000,0.0,2.0,0.0,0.012860239534347784,0.9868464171886444,0.0002932938004960306
