Date,Adj Close,Open,High,Low,Close,Volume
2023-05-05,172.648,170.98,174.3,170.76,173.57,113316400
2023-05-08,172.579,172.48,173.85,172.11,173.5,55962800
2023-05-09,170.858,173.05,173.54,171.6,171.77,45326900
2023-05-10,172.639,173.02,174.03,171.9,173.56,53724500
2023-05-11,172.827,173.85,174.59,172.17,173.75,49514700
2023-05-12,171.891,173.62,174.06,171.0,172.57,45497800
2023-05-15,171.393,173.16,173.21,171.47,172.07,37266700
2023-05-16,171.393,171.99,173.14,171.8,172.07,42110300
2023-05-17,172.011,171.71,172.93,170.42,172.69,57951600
2023-05-18,174.361,173.0,175.24,172.58,175.05,65496700
2023-05-19,174.471,176.39,176.39,174.94,175.16,55772400
2023-05-22,173.515,173.98,174.71,173.45,174.2,43570900
2023-05-23,170.885,173.13,173.38,171.28,171.56,50747300
2023-05-24,171.164,171.09,172.42,170.52,171.84,45143500
2023-05-25,172.31,172.41,173.9,171.69,172.99,56058300
2023-05-26,174.74,173.32,175.77,173.11,175.43,54835000
2023-05-30,176.603,176.96,178.99,176.57,177.3,55964400
2023-05-31,176.553,177.33,179.35,176.76,177.25,99625300
2023-06-01,179.382,177.7,180.12,176.93,180.09,68901800
2023-06-02,180.238,181.03,181.78,179.26,180.95,61945900
2023-06-05,178.874,182.63,184.95,178.04,179.58,121946500
2023-06-06,178.505,179.97,180.12,177.43,179.21,64848400
2023-06-07,177.121,178.44,181.21,177.32,177.82,61944600
2023-06-08,179.86,177.9,180.84,177.46,180.57,50214900
2023-06-09,180.248,181.5,182.23,180.63,180.96,48870700
2023-06-12,183.067,181.27,183.89,180.97,183.79,54274900
2023-06-13,182.589,182.8,184.15,182.44,183.31,54929100
2023-06-14,183.226,183.37,184.39,182.02,183.95,57462900
2023-06-15,185.278,183.96,186.52,183.78,186.01,65433200
2023-06-16,184.193,186.73,186.99,184.27,184.92,101235600
2023-06-20,184.282,184.41,186.1,184.41,185.01,49799100
2023-06-21,183.236,184.9,185.41,182.59,183.96,49515700
2023-06-22,186.264,183.74,187.05,183.67,187.0,51245300
2023-06-23,185.946,185.55,187.56,185.01,186.68,53079300
2023-06-26,184.541,186.83,188.05,185.23,185.27,48088700
2023-06-27,187.32,185.89,188.39,185.67,188.06,50730800
2023-06-28,188.506,187.93,189.9,187.6,189.25,51216800
2023-06-29,188.844,189.08,190.07,188.94,189.59,46347300
2023-06-30,193.207,191.63,194.48,191.26,193.97,85069600
2023-07-03,191.703,193.78,193.88,191.76,192.46,31458200
2023-07-05,190.577,191.57,192.98,190.62,191.33,46920300
2023-07-06,191.056,189.84,192.02,189.2,191.81,45094300
2023-07-07,189.93,191.41,192.67,190.24,190.68,46778000
2023-07-10,187.868,189.26,189.99,187.04,188.61,59922200
2023-07-11,187.34,189.16,189.3,186.6,188.08,46638100
2023-07-12,189.024,189.68,191.7,188.47,189.77,60750200
2023-07-13,189.79,190.5,191.19,189.78,190.54,41342300
2023-07-14,189.94,190.23,191.18,189.63,190.69,41573900
2023-07-17,193.227,191.9,194.32,191.81,193.99,50520200
2023-07-18,192.968,193.35,194.33,192.42,193.73,48353800
2023-07-19,194.333,193.1,198.23,192.65,195.1,80507300
2023-07-20,192.37,195.09,196.47,192.5,193.13,59581200
2023-07-21,191.185,194.1,194.97,191.23,191.94,71917800
2023-07-24,191.992,193.41,194.91,192.25,192.75,45377800
2023-07-25,192.858,193.33,194.44,192.92,193.62,37283200
2023-07-26,193.735,193.67,195.64,193.32,194.5,47471900
2023-07-27,192.46,196.02,197.2,192.55,193.22,47460200
2023-07-28,195.06,194.67,196.63,194.14,195.83,48291400
2023-07-31,195.677,196.06,196.49,195.26,196.45,38824100
2023-08-01,194.841,196.24,196.73,195.28,195.61,35175100
2023-08-02,191.822,195.04,195.18,191.85,192.58,50389300
2023-08-03,190.418,191.57,192.37,190.69,191.17,61235200
2023-08-04,181.274,185.52,187.38,181.92,181.99,115799700
2023-08-07,178.146,182.13,183.13,177.35,178.85,97576100
2023-08-08,179.093,179.69,180.27,177.58,179.8,67823000
2023-08-09,177.489,180.87,180.93,177.01,178.19,60378500
2023-08-10,177.27,179.48,180.75,177.6,177.97,54686900
2023-08-11,177.33,177.32,178.62,176.55,177.79,51988100
2023-08-14,178.995,177.97,179.69,177.31,179.46,43675600
2023-08-15,176.991,178.88,179.48,177.05,177.45,43622600
2023-08-16,176.113,177.13,178.54,176.5,176.57,46964900
2023-08-17,173.55,177.14,177.51,173.48,174.0,66062900
2023-08-18,174.038,172.3,175.1,171.96,174.49,61114200
2023-08-21,175.385,175.07,176.13,173.74,175.84,46311900
2023-08-22,176.771,177.06,177.68,176.25,177.23,42084200
2023-08-23,180.651,178.52,181.55,178.33,181.12,52722800
2023-08-24,175.923,180.67,181.1,176.01,176.38,54945800
2023-08-25,178.148,177.38,179.15,175.82,178.61,51449600
2023-08-28,179.724,180.09,180.59,178.55,180.19,43820700
2023-08-29,183.643,179.7,184.9,179.5,184.12,53003900
2023-08-30,187.164,184.94,187.85,184.74,187.65,60813900
2023-08-31,187.384,187.84,189.12,187.48,187.87,60794500
2023-09-01,188.97,189.49,189.92,188.28,189.46,45732600
2023-09-05,189.209,188.28,189.98,187.61,189.7,45280000
2023-09-06,182.437,188.4,188.85,181.47,182.91,81755800
2023-09-07,177.1,175.18,178.21,173.54,177.56,112488800
2023-09-08,177.719,178.35,180.24,177.79,178.18,65551300
2023-09-11,178.896,180.07,180.3,177.34,179.36,58953100
2023-09-12,175.844,179.49,180.13,174.82,176.3,90370200
2023-09-13,173.759,176.51,177.3,173.98,174.21,84267900
2023-09-14,175.285,174.0,176.1,173.58,175.74,60895800
2023-09-15,174.557,176.48,176.5,173.82,175.01,109205100
2023-09-18,177.509,176.48,179.38,176.17,177.97,67257600
2023-09-19,178.606,177.52,179.63,177.13,179.07,51826900
2023-09-20,175.036,179.26,179.7,175.4,175.49,58436200
2023-09-21,173.48,174.55,176.3,173.86,173.93,63047900
2023-09-22,174.338,174.67,177.08,174.05,174.79,56725400
2023-09-25,175.624,174.2,176.97,174.15,176.08,46172700
2023-09-26,171.515,174.82,175.2,171.66,171.96,64588900
2023-09-27,169.989,172.62,173.04,169.05,170.43,66921800
2023-09-28,170.248,169.34,172.03,167.62,170.69,56294400
2023-09-29,170.767,172.02,173.07,170.34,171.21,51814200
2023-10-02,173.3,171.22,174.3,170.93,173.75,52164500
2023-10-03,171.954,172.26,173.63,170.82,172.4,49594600
2023-10-04,173.21,171.09,174.21,170.97,173.66,53020300
2023-10-05,174.457,173.79,175.45,172.68,174.91,48527900
2023-10-06,177.031,173.8,177.99,173.18,177.49,57224100
2023-10-09,178.527,176.81,179.05,175.8,178.99,42390800
2023-10-10,177.928,178.1,179.72,177.95,178.39,43698000
2023-10-11,179.335,178.2,179.85,177.6,179.8,47551100
2023-10-12,180.242,180.07,182.34,179.04,180.71,56743100
