Date,Adj Close,Open,High,Low,Close,Volume,neg_sentiment_cnt,neu_sentiment_cnt,pos_sentiment_cnt,mean_neg_sentiment_prob,mean_neu_sentiment_prob,mean_pos_sentiment_prob
2022-01-03,338.181,338.3,341.08,337.19,338.54,14537900,1.0,3.0,2.0,0.15651647998007925,0.507686860350077,0.33579665774595924
2022-01-04,336.173,339.95,343.09,331.87,336.53,15998000,0.0,2.0,2.0,0.00021493622261914425,0.49401130996920983,0.5057737361130421
2022-01-05,323.826,333.02,335.76,323.84,324.17,20564500,2.0,6.0,1.0,0.17948141362325665,0.74665081832144,0.07386774850561374
2022-01-06,332.108,322.82,339.17,322.72,332.46,27962800,1.0,2.0,1.0,0.29206745801639045,0.47497841564472765,0.23295414981475915
2022-01-07,331.438,332.74,337.0,328.88,331.79,14722000,0.0,5.0,1.0,0.0028396308565182458,0.8277035775051141,0.16945680384863712
2022-01-10,327.722,325.31,328.34,315.43,328.07,24942400,1.0,0.0,3.0,0.1509923519770382,0.09966478811111301,0.7493428657762706
2022-01-11,334.016,326.78,334.63,325.28,334.37,16226800,0.0,6.0,1.0,0.0024616631250994813,0.8216644666556802,0.17587387718127243
2022-01-12,332.907,335.18,336.37,330.03,333.26,14104900,0.0,2.0,3.0,0.0027520540039404295,0.47165991491638126,0.5255880742050068
2022-01-13,326.134,334.98,335.63,325.76,326.48,14797100,1.0,3.0,0.0,0.24336998978378688,0.7532521043904126,0.003377883430403017
2022-01-14,331.548,321.79,332.73,321.21,331.9,16868500,1.0,5.0,1.0,0.14114238258896097,0.6540989522888724,0.20475864730542526
2022-01-18,317.813,323.29,324.21,317.64,318.15,22645600,0.0,4.0,1.0,0.08324755624853424,0.7975432008504868,0.11920922973076813
2022-01-19,319.251,319.58,327.1,319.33,319.59,20814700,0.0,3.0,1.0,0.006121152192463342,0.7503282001125626,0.2435506172660098
2022-01-20,316.224,323.9,327.82,315.98,316.56,16925000,0.0,5.0,2.0,0.0003679282672237605,0.7185827275472028,0.28104933186529835
2022-01-21,302.849,314.81,318.31,303.04,303.17,28710700,0.0,6.0,1.0,0.012788921461573668,0.8443177880794143,0.14289329723396804
2022-01-24,308.383,297.84,309.53,289.01,308.71,38878100,1.0,4.0,4.0,0.1112297590795303,0.48217735881432117,0.40659288400638616
