Date,Adj Close,Open,High,Low,Close,Volume
2022-01-03,338.181,338.3,341.08,337.19,338.54,14537900
2022-01-04,336.173,339.95,343.09,331.87,336.53,15998000
2022-01-05,323.826,333.02,335.76,323.84,324.17,20564500
2022-01-06,332.108,322.82,339.17,322.72,332.46,27962800
2022-01-07,331.438,332.74,337.0,328.88,331.79,14722000
2022-01-10,327.722,325.31,328.34,315.43,328.07,24942400
2022-01-11,334.016,326.78,334.63,325.28,334.37,16226800
2022-01-12,332.907,335.18,336.37,330.03,333.26,14104900
2022-01-13,326.134,334.98,335.63,325.76,326.48,14797100
2022-01-14,331.548,321.79,332.73,321.21,331.9,16868500
2022-01-18,317.813,323.29,324.21,317.64,318.15,22645600
2022-01-19,319.251,319.58,327.1,319.33,319.59,20814700
2022-01-20,316.224,323.9,327.82,315.98,316.56,16925000
2022-01-21,302.849,314.81,318.31,303.04,303.17,28710700
2022-01-24,308.383,297.84,309.53,289.01,308.71,38878100
2022-01-25,299.832,299.95,306.23,297.58,300.15,25108500
2022-01-26,294.318,307.01,307.51,290.85,294.63,28348800
2022-01-27,294.328,297.75,301.71,294.26,294.64,21629900
2022-01-28,301.39,295.62,301.9,293.03,301.71,21871600
2022-01-31,312.928,300.68,313.79,299.32,313.26,21579500
2022-02-01,318.662,314.56,319.66,312.12,319.0,18023800
2022-02-02,322.658,327.82,328.0,316.87,323.0,58458300
2022-02-03,237.508,244.65,248.0,235.75,237.76,188119900
2022-02-04,236.839,234.97,242.61,230.11,237.09,89342200
2022-02-07,224.672,237.7,238.3,224.01,224.91,88613800
2022-02-08,219.947,220.85,225.77,216.15,220.18,94729700
2022-02-09,231.754,224.2,233.37,222.21,232.0,86563300
2022-02-10,227.828,228.27,235.0,226.7,228.07,49310400
2022-02-11,219.317,228.46,230.42,218.77,219.55,46156900
2022-02-14,217.469,219.31,221.0,214.78,217.7,38184000
2022-02-15,220.766,220.47,221.15,215.06,221.0,42685500
2022-02-16,216.31,212.41,217.46,212.36,216.54,45817500
2022-02-17,207.49,214.02,217.5,207.16,207.71,38747500
2022-02-18,205.941,209.39,210.75,205.18,206.16,37128400
2022-02-22,201.866,202.34,207.48,200.06,202.08,39852400
2022-02-23,198.24,204.16,206.94,198.05,198.45,44481400
2022-02-24,207.38,191.06,208.35,190.22,207.6,49957200
2022-02-25,210.257,204.94,211.32,203.18,210.48,37627600
2022-02-28,210.806,207.68,213.15,206.83,211.03,34239800
2022-03-01,203.274,209.87,211.75,202.22,203.49,27094900
2022-03-02,207.889,204.78,209.15,202.02,208.11,29452100
2022-03-03,202.755,209.02,209.08,201.42,202.97,27263500
2022-03-04,199.848,202.37,205.89,198.79,200.06,32130900
2022-03-07,187.271,200.79,200.89,187.28,187.47,38560600
2022-03-08,190.088,187.85,196.7,186.11,190.29,37508100
2022-03-09,198.29,195.74,199.1,193.92,198.5,31894700
2022-03-10,195.003,194.84,196.28,191.07,195.21,24853000
2022-03-11,187.411,192.64,193.56,186.67,187.61,34694500
2022-03-14,186.432,187.03,192.29,185.82,186.63,31010500
2022-03-15,191.826,190.8,192.28,185.91,192.03,31721700
2022-03-16,203.414,194.7,203.73,194.52,203.63,40640300
2022-03-17,207.62,201.7,208.04,201.11,207.84,29499700
2022-03-18,216.261,206.7,216.8,206.0,216.49,52128000
2022-03-21,211.266,214.5,214.71,207.63,211.49,30142300
2022-03-22,216.42,211.37,219.46,210.18,216.65,31998800
2022-03-23,213.234,213.33,216.8,212.16,213.46,23717300
2022-03-24,219.337,215.0,220.67,214.79,219.57,31502300
2022-03-25,221.585,220.51,225.5,218.89,221.82,40039000
2022-03-28,223.353,222.13,224.04,219.54,223.59,26224100
2022-03-29,229.616,226.07,230.89,225.29,229.86,31417900
2022-03-30,227.609,228.91,231.15,226.71,227.85,25588000
2022-03-31,222.124,228.45,228.49,222.26,222.36,24192300
2022-04-01,224.612,224.55,227.28,222.7,224.85,19544800
2022-04-04,233.642,225.98,234.35,225.86,233.89,28054800
2022-04-05,231.594,234.08,236.86,231.02,231.84,29727200
2022-04-06,223.063,226.91,228.99,221.41,223.3,28995100
2022-04-07,222.714,223.93,225.52,218.56,222.95,21037200
2022-04-08,222.094,222.38,225.13,220.03,222.33,18375700
2022-04-11,216.231,218.42,220.61,215.22,216.46,20516600
2022-04-12,213.913,220.24,222.03,213.13,214.14,20128800
2022-04-13,214.762,211.82,216.61,211.33,214.99,19231800
2022-04-14,209.957,214.89,214.99,210.0,210.18,18379500
2022-04-18,210.547,210.0,213.38,208.3,210.77,16580800
2022-04-19,217.08,210.52,218.43,209.0,217.31,20089900
2022-04-20,200.208,213.61,214.16,198.92,200.42,43036500
2022-04-21,187.871,201.6,202.97,185.58,188.07,49954100
2022-04-22,183.915,190.37,192.72,183.27,184.11,36426800
2022-04-25,186.792,182.73,187.18,181.66,186.99,29281100
2022-04-26,180.758,186.63,187.19,179.5,180.95,31747400
2022-04-27,174.765,174.43,181.21,169.0,174.95,71062900
2022-04-28,205.512,202.92,208.53,192.9,205.73,100890600
2022-04-29,200.258,204.46,212.48,199.9,200.47,49193400
2022-05-02,210.906,201.17,211.88,200.99,211.13,49915300
2022-05-03,211.805,210.45,214.9,208.09,212.03,41556300
2022-05-04,223.173,210.65,224.3,206.96,223.41,41375900
2022-05-05,208.059,218.74,220.17,206.16,208.28,41129200
2022-05-06,203.554,207.34,209.38,201.02,203.77,34747200
2022-05-09,196.002,199.84,202.57,195.58,196.21,36303200
2022-05-10,197.441,199.51,202.96,194.19,197.65,34452500
2022-05-11,188.54,196.33,200.67,188.27,188.74,31153400
2022-05-12,191.037,187.06,198.05,184.78,191.24,38262200
2022-05-13,198.409,192.58,199.89,191.28,198.62,24549800
2022-05-16,199.828,197.05,205.37,195.93,200.04,27112600
2022-05-17,202.405,202.12,205.46,198.36,202.62,24872700
2022-05-18,192.036,200.0,201.0,191.63,192.24,23960000
2022-05-19,191.087,191.2,195.29,189.6,191.29,24446900
2022-05-20,193.335,194.97,197.91,187.87,193.54,31465600
2022-05-23,196.022,195.19,196.99,191.24,196.23,25059200
2022-05-24,181.088,180.55,183.68,176.11,181.28,50406300
2022-05-25,183.635,180.4,185.45,179.32,183.83,28030200
2022-05-26,191.427,182.88,192.83,182.26,191.63,23056500
2022-05-27,194.923,191.36,195.33,189.8,195.13,22562700
2022-05-31,193.435,194.89,197.6,192.01,193.64,26131100
2022-06-01,188.44,196.51,199.53,185.0,188.64,36623500
2022-06-02,198.649,188.45,200.94,187.73,198.86,31951600
2022-06-03,190.578,195.98,196.61,189.78,190.78,19465000
2022-06-06,194.044,193.99,196.92,188.4,194.25,30574200
2022-06-07,195.443,191.93,196.53,191.49,195.65,18828700
2022-06-08,196.432,194.67,202.03,194.41,196.64,22267200
2022-06-09,183.805,194.28,199.45,183.68,184.0,23501600
2022-06-10,175.384,183.04,183.1,175.02,175.57,27450800
2022-06-13,164.086,170.59,172.58,164.03,164.26,31749300
2022-06-14,163.556,166.03,166.75,161.36,163.73,27244300
2022-06-15,169.171,167.2,172.16,163.98,169.35,30008300
2022-06-16,160.699,163.72,165.08,159.61,160.87,26944100
2022-06-17,163.566,161.68,165.9,159.9,163.74,31374200
2022-06-21,156.884,165.93,167.76,155.97,157.05,50724900
2022-06-22,155.685,158.38,160.79,155.44,155.85,47267800
2022-06-23,158.582,156.27,159.75,154.25,158.75,40499200
2022-06-24,169.98,161.73,170.25,161.3,170.16,68736000
2022-06-27,169.31,171.32,171.75,168.01,169.49,29174600
2022-06-28,160.51,169.9,171.3,160.61,160.68,27744500
2022-06-29,163.766,163.57,166.33,160.32,163.94,28595200
2022-06-30,161.079,162.15,165.23,158.49,161.25,35250600
2022-07-01,159.86,160.31,160.62,155.0,160.03,31423900
2022-07-05,168.012,158.14,168.25,157.02,168.19,28618600
2022-07-06,169.59,168.2,171.59,165.46,169.77,23085900
2022-07-07,172.008,169.45,172.72,167.78,172.19,24083400
2022-07-08,170.699,169.98,172.4,168.15,170.88,19249200
2022-07-11,162.707,167.07,167.49,161.91,162.88,21885600
2022-07-12,163.097,164.8,165.91,162.1,163.27,16639700
2022-07-13,163.317,160.16,164.98,159.61,163.49,16555100
2022-07-14,157.882,161.22,162.59,157.28,158.05,23765200
2022-07-15,164.525,160.54,164.98,159.82,164.7,23342800
2022-07-18,167.053,166.75,171.69,165.64,167.23,23574300
2022-07-19,175.594,170.37,176.49,169.51,175.78,25933700
2022-07-20,182.896,177.49,183.6,176.7,183.09,24784300
2022-07-21,182.976,180.63,183.85,178.87,183.17,27195800
2022-07-22,169.091,173.07,175.6,168.41,169.27,42583900
2022-07-25,166.473,169.0,170.57,164.81,166.65,26166300
2022-07-26,158.981,165.94,166.0,157.95,159.15,28468400
2022-07-27,169.4,162.59,170.87,162.02,169.58,43846600
2022-07-28,160.55,161.06,161.51,154.85,160.72,73214300
2022-07-29,158.931,157.69,160.14,155.17,159.1,42065400
2022-08-01,159.76,157.25,165.19,155.23,159.93,40596700
2022-08-02,160.02,158.31,162.24,158.01,160.19,27374500
2022-08-03,168.621,162.69,169.54,161.57,168.8,31721900
2022-08-04,170.389,168.3,172.15,166.8,170.57,23938200
2022-08-05,166.933,166.99,171.61,165.8,167.11,25832700
2022-08-08,170.07,168.0,177.51,167.13,170.25,27299100
2022-08-09,168.351,168.95,169.53,166.6,168.53,18655100
2022-08-10,178.151,175.99,180.48,173.95,178.34,30262100
2022-08-11,177.302,179.71,183.1,176.37,177.49,24079100
2022-08-12,180.309,180.81,181.46,178.91,180.5,21274000
2022-08-15,180.698,178.96,181.44,178.2,180.89,15878700
2022-08-16,179.28,179.44,180.99,177.04,179.47,21156700
2022-08-17,174.665,176.76,178.14,174.17,174.85,20118100
2022-08-18,174.475,174.34,175.76,171.86,174.66,18844500
2022-08-19,167.782,170.2,172.32,167.05,167.96,26240800
2022-08-22,162.877,165.49,165.49,162.26,163.05,19499700
2022-08-23,160.939,162.48,165.05,160.7,161.11,18111800
2022-08-24,163.087,160.6,165.46,159.77,163.26,20891500
2022-08-25,168.601,165.18,168.88,164.02,168.78,15550500
2022-08-26,161.609,168.48,170.92,161.67,161.78,24023600
2022-08-29,159.001,160.66,163.05,159.01,159.17,20052700
2022-08-30,156.993,160.35,161.66,155.91,157.16,19567900
2022-08-31,162.757,167.07,167.84,162.14,162.93,40953000
2022-09-01,165.185,163.58,167.36,160.35,165.36,30145700
2022-09-02,160.15,167.45,167.93,159.22,160.32,22634200
2022-09-06,158.372,160.1,161.69,157.69,158.54,19339800
2022-09-07,160.22,157.76,160.96,156.81,160.39,16831200
2022-09-08,161.888,158.71,162.23,157.74,162.06,22530800
2022-09-09,168.971,163.25,169.54,163.02,169.15,22086800
2022-09-12,168.781,167.39,171.39,167.28,168.96,23220400
2022-09-13,152.968,161.54,161.63,152.67,153.13,44444100
2022-09-14,151.309,153.33,153.54,149.05,151.47,43064200
2022-09-15,149.391,149.8,154.2,148.7,149.55,34606300
2022-09-16,146.135,148.05,148.58,144.29,146.29,40122800
2022-09-19,147.863,145.24,148.58,145.1,148.02,22169500
2022-09-20,145.935,145.78,148.84,145.22,146.09,23217400
2022-09-21,141.969,146.39,149.6,142.0,142.12,38338600
